route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
WEYMOUTH - WOKING (4),8,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (4),9,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (4),10,PARKSTONE,BRANKSOME,,3,0
WEYMOUTH - WOKING (4),11,BRANKSOME,BOURNEMOUTH,,5,0
WEYMOUTH - WOKING (4),12,BOURNEMOUTH,POKESDOWN,,3,2
WEYMOUTH - WOKING (4),13,POKESDOWN,CHRISTCHURCH,,4,0
WEYMOUTH - WOKING (4),14,CHRISTCHURCH,HINTON ADMIRAL,,5,0
WEYMOUTH - WOKING (4),15,HINTON ADMIRAL,NEW MILTON,,4,0
WEYMOUTH - WOKING (4),16,NEW MILTON,SWAY,,4,1
WEYMOUTH - WOKING (4),17,SWAY,BROCKENHURST,,5,0
WEYMOUTH - WOKING (4),18,BROCKENHURST,ASHURST NEW FOREST,,7,1
WEYMOUTH - WOKING (4),19,ASHURST NEW FOREST,TOTTON,,5,0
WEYMOUTH - WOKING (4),20,TOTTON,SOUTHAMPTON CENTRAL,,14,0
WEYMOUTH - WOKING (4),21,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,13
WEYMOUTH - WOKING (4),22,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - WOKING (4),23,WINCHESTER,WOKING,,32,1
WEYMOUTH - WOKING (5),1,WEYMOUTH,DORCHESTER SOUTH,,9,0
WEYMOUTH - WOKING (5),2,DORCHESTER SOUTH,WAREHAM,,15,1
WEYMOUTH - WOKING (5),3,WAREHAM,HAMWORTHY,,6,1
WEYMOUTH - WOKING (5),4,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (5),5,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (5),6,PARKSTONE,BRANKSOME,,3,0
WEYMOUTH - WOKING (5),7,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - WOKING (5),8,BOURNEMOUTH,BROCKENHURST,,14,5
WEYMOUTH - WOKING (5),9,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - WOKING (5),10,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (5),11,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - WOKING (5),12,WINCHESTER,WOKING,,32,1
WOKING - WEYMOUTH (4),1,WOKING,WINCHESTER,,32,2
WOKING - WEYMOUTH (4),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - WEYMOUTH (4),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (4),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,3
WOKING - WEYMOUTH (4),5,BROCKENHURST,BOURNEMOUTH,,15,1
WOKING - WEYMOUTH (4),6,BOURNEMOUTH,BRANKSOME,,5,4
WOKING - WEYMOUTH (4),7,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (4),8,PARKSTONE,POOLE,,3,1
WOKING - WEYMOUTH (4),9,POOLE,HAMWORTHY,,5,1
WOKING - WEYMOUTH (4),10,HAMWORTHY,WAREHAM,,6,0
WOKING - WEYMOUTH (4),11,WAREHAM,DORCHESTER SOUTH,,16,1
WOKING - WEYMOUTH (4),12,DORCHESTER SOUTH,WEYMOUTH,,10,1
WOKING - WEYMOUTH (5),1,WOKING,WINCHESTER,,31,2
WOKING - WEYMOUTH (5),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - WEYMOUTH (5),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (5),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,3
WOKING - WEYMOUTH (5),5,BROCKENHURST,BOURNEMOUTH,,15,1
WOKING - WEYMOUTH (5),6,BOURNEMOUTH,BRANKSOME,,5,4
WOKING - WEYMOUTH (5),7,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (5),8,PARKSTONE,POOLE,,4,0
WOKING - WEYMOUTH (5),9,POOLE,HAMWORTHY,,4,1
WOKING - WEYMOUTH (5),10,HAMWORTHY,WAREHAM,,6,1
WOKING - WEYMOUTH (5),11,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (5),12,WOOL,DORCHESTER SOUTH,,11,0
WOKING - WEYMOUTH (5),13,DORCHESTER SOUTH,WEYMOUTH,,8,1
WOKING - WEYMOUTH (6),1,WOKING,BASINGSTOKE,,19,1
WOKING - WEYMOUTH (6),2,BASINGSTOKE,WINCHESTER,,15,1
WOKING - WEYMOUTH (6),3,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - WEYMOUTH (6),4,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (6),5,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,4
WOKING - WEYMOUTH (6),6,BROCKENHURST,BOURNEMOUTH,,14,1
WOKING - WEYMOUTH (6),7,BOURNEMOUTH,BRANKSOME,,5,2
WOKING - WEYMOUTH (6),8,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (6),9,PARKSTONE,POOLE,,3,0
WOKING - WEYMOUTH (6),10,POOLE,HAMWORTHY,,5,1
WOKING - WEYMOUTH (6),11,HAMWORTHY,WAREHAM,,6,0
WOKING - WEYMOUTH (6),12,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (6),13,WOOL,DORCHESTER SOUTH,,10,1
WOKING - WEYMOUTH (6),14,DORCHESTER SOUTH,WEYMOUTH,,11,1
BASINGSTOKE - WEYMOUTH (4),1,BASINGSTOKE,WINCHESTER,,15,2
BASINGSTOKE - WEYMOUTH (4),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH (4),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - WEYMOUTH (4),4,SOUTHAMPTON CENTRAL,BOURNEMOUTH,,28,4
BASINGSTOKE - WEYMOUTH (4),5,BOURNEMOUTH,BRANKSOME,,5,2
BASINGSTOKE - WEYMOUTH (4),6,BRANKSOME,PARKSTONE,,3,0
BASINGSTOKE - WEYMOUTH (4),7,PARKSTONE,POOLE,,3,0
BASINGSTOKE - WEYMOUTH (4),8,POOLE,HAMWORTHY,,5,1
BASINGSTOKE - WEYMOUTH (4),9,HAMWORTHY,WAREHAM,,6,0
BASINGSTOKE - WEYMOUTH (4),10,WAREHAM,WOOL,,6,1
BASINGSTOKE - WEYMOUTH (4),11,WOOL,DORCHESTER SOUTH,,11,0
BASINGSTOKE - WEYMOUTH (4),12,DORCHESTER SOUTH,WEYMOUTH,,10,1
WEYMOUTH - BASINGSTOKE,1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - BASINGSTOKE,2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - BASINGSTOKE,3,DORCHESTER SOUTH,MORETON (DORSET),,6,2
WEYMOUTH - BASINGSTOKE,4,MORETON (DORSET),WOOL,,6,0
WEYMOUTH - BASINGSTOKE,5,WOOL,WAREHAM,,7,0
WEYMOUTH - BASINGSTOKE,6,WAREHAM,HOLTON HEATH,,3,1
WEYMOUTH - BASINGSTOKE,7,HOLTON HEATH,HAMWORTHY,,5,0
WEYMOUTH - BASINGSTOKE,8,HAMWORTHY,POOLE,,5,0
WEYMOUTH - BASINGSTOKE,9,POOLE,BOURNEMOUTH,,10,1
WEYMOUTH - BASINGSTOKE,10,BOURNEMOUTH,POKESDOWN,,4,5
WEYMOUTH - BASINGSTOKE,11,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - BASINGSTOKE,12,CHRISTCHURCH,NEW MILTON,,6,1
WEYMOUTH - BASINGSTOKE,13,NEW MILTON,BROCKENHURST,,6,1
WEYMOUTH - BASINGSTOKE,14,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - BASINGSTOKE,15,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - BASINGSTOKE,16,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - BASINGSTOKE,17,WINCHESTER,BASINGSTOKE,,16,1
WEYMOUTH - WOKING (6),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (6),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (6),3,DORCHESTER SOUTH,MORETON (DORSET),,6,2
WEYMOUTH - WOKING (6),4,MORETON (DORSET),WOOL,,6,0
WEYMOUTH - WOKING (6),5,WOOL,WAREHAM,,7,0
WEYMOUTH - WOKING (6),6,WAREHAM,HOLTON HEATH,,3,1
WEYMOUTH - WOKING (6),7,HOLTON HEATH,HAMWORTHY,,5,0
WEYMOUTH - WOKING (6),8,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (6),9,POOLE,BOURNEMOUTH,,10,1
WEYMOUTH - WOKING (6),10,BOURNEMOUTH,POKESDOWN,,4,5
WEYMOUTH - WOKING (6),11,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - WOKING (6),12,CHRISTCHURCH,NEW MILTON,,6,1
WEYMOUTH - WOKING (6),13,NEW MILTON,BROCKENHURST,,6,1
WEYMOUTH - WOKING (6),14,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - WOKING (6),15,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (6),16,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - WOKING (6),17,WINCHESTER,BASINGSTOKE,,16,1
WEYMOUTH - WOKING (6),18,BASINGSTOKE,WOKING,,18,1
WEYMOUTH - WOKING (7),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (7),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (7),3,DORCHESTER SOUTH,MORETON (DORSET),,6,6
WEYMOUTH - WOKING (7),4,MORETON (DORSET),WOOL,,6,0
WEYMOUTH - WOKING (7),5,WOOL,WAREHAM,,7,0
WEYMOUTH - WOKING (7),6,WAREHAM,HAMWORTHY,,6,1
WEYMOUTH - WOKING (7),7,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (7),8,POOLE,BOURNEMOUTH,,9,1
WEYMOUTH - WOKING (7),9,BOURNEMOUTH,POKESDOWN,,4,4
WEYMOUTH - WOKING (7),10,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - WOKING (7),11,CHRISTCHURCH,NEW MILTON,,6,1
WEYMOUTH - WOKING (7),12,NEW MILTON,BROCKENHURST,,6,1
WEYMOUTH - WOKING (7),13,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - WOKING (7),14,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (7),15,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,0
WEYMOUTH - WOKING (7),16,WINCHESTER,BASINGSTOKE,,17,2
WEYMOUTH - WOKING (7),17,BASINGSTOKE,WOKING,,19,1
WEYMOUTH - WOKING (8),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (8),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (8),3,DORCHESTER SOUTH,MORETON (DORSET),,6,4
WEYMOUTH - WOKING (8),4,MORETON (DORSET),WOOL,,6,0
WEYMOUTH - WOKING (8),5,WOOL,WAREHAM,,7,0
WEYMOUTH - WOKING (8),6,WAREHAM,HAMWORTHY,,6,2
WEYMOUTH - WOKING (8),7,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (8),8,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (8),9,PARKSTONE,BRANKSOME,,3,0
WEYMOUTH - WOKING (8),10,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - WOKING (8),11,BOURNEMOUTH,POKESDOWN,,4,5
WEYMOUTH - WOKING (8),12,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - WOKING (8),13,CHRISTCHURCH,HINTON ADMIRAL,,5,1
WEYMOUTH - WOKING (8),14,HINTON ADMIRAL,NEW MILTON,,4,0
WEYMOUTH - WOKING (8),15,NEW MILTON,SWAY,,5,0
WEYMOUTH - WOKING (8),16,SWAY,BROCKENHURST,,4,0
WEYMOUTH - WOKING (8),17,BROCKENHURST,ASHURST NEW FOREST,,8,1
WEYMOUTH - WOKING (8),18,ASHURST NEW FOREST,TOTTON,,4,0
WEYMOUTH - WOKING (8),19,TOTTON,SOUTHAMPTON CENTRAL,,5,1
WEYMOUTH - WOKING (8),20,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,3
WEYMOUTH - WOKING (8),21,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
WEYMOUTH - WOKING (8),22,EASTLEIGH,SHAWFORD,,6,1
WEYMOUTH - WOKING (8),23,SHAWFORD,WINCHESTER,,5,0
WEYMOUTH - WOKING (8),24,WINCHESTER,BASINGSTOKE,,16,1
WEYMOUTH - WOKING (8),25,BASINGSTOKE,WOKING,,19,1
BASINGSTOKE - WEYMOUTH (5),1,BASINGSTOKE,WINCHESTER,,16,1
BASINGSTOKE - WEYMOUTH (5),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH (5),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - WEYMOUTH (5),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,4
BASINGSTOKE - WEYMOUTH (5),5,BROCKENHURST,BOURNEMOUTH,,14,1
BASINGSTOKE - WEYMOUTH (5),6,BOURNEMOUTH,BRANKSOME,,5,4
BASINGSTOKE - WEYMOUTH (5),7,BRANKSOME,PARKSTONE,,3,0
BASINGSTOKE - WEYMOUTH (5),8,PARKSTONE,POOLE,,3,0
BASINGSTOKE - WEYMOUTH (5),9,POOLE,HAMWORTHY,,5,1
BASINGSTOKE - WEYMOUTH (5),10,HAMWORTHY,WAREHAM,,6,0
BASINGSTOKE - WEYMOUTH (5),11,WAREHAM,WOOL,,6,2
BASINGSTOKE - WEYMOUTH (5),12,WOOL,MORETON (DORSET),,8,0
BASINGSTOKE - WEYMOUTH (5),13,MORETON (DORSET),DORCHESTER SOUTH,,7,4
BASINGSTOKE - WEYMOUTH (5),14,DORCHESTER SOUTH,UPWEY,,6,1
BASINGSTOKE - WEYMOUTH (5),15,UPWEY,WEYMOUTH,,5,0
WOKING - WEYMOUTH (7),1,WOKING,BASINGSTOKE,,19,1
WOKING - WEYMOUTH (7),2,BASINGSTOKE,WINCHESTER,,15,2
WOKING - WEYMOUTH (7),3,WINCHESTER,SHAWFORD,,5,2
WOKING - WEYMOUTH (7),4,SHAWFORD,EASTLEIGH,,5,0
WOKING - WEYMOUTH (7),5,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - WEYMOUTH (7),6,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (7),7,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - WEYMOUTH (7),8,TOTTON,ASHURST NEW FOREST,,5,0
WOKING - WEYMOUTH (7),9,ASHURST NEW FOREST,BEAULIEU ROAD,,4,0
WOKING - WEYMOUTH (7),10,BEAULIEU ROAD,BROCKENHURST,,6,0
WOKING - WEYMOUTH (7),11,BROCKENHURST,SWAY,,5,1
WOKING - WEYMOUTH (7),12,SWAY,NEW MILTON,,4,0
WOKING - WEYMOUTH (7),13,NEW MILTON,HINTON ADMIRAL,,4,1
WOKING - WEYMOUTH (7),14,HINTON ADMIRAL,CHRISTCHURCH,,4,0
WOKING - WEYMOUTH (7),15,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - WEYMOUTH (7),16,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - WEYMOUTH (7),17,BOURNEMOUTH,BRANKSOME,,5,2
WOKING - WEYMOUTH (7),18,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (7),19,PARKSTONE,POOLE,,3,0
WOKING - WEYMOUTH (7),20,POOLE,HAMWORTHY,,5,1
WOKING - WEYMOUTH (7),21,HAMWORTHY,WAREHAM,,6,0
WOKING - WEYMOUTH (7),22,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (7),23,WOOL,MORETON (DORSET),,6,1
WOKING - WEYMOUTH (7),24,MORETON (DORSET),DORCHESTER SOUTH,,7,0
WOKING - WEYMOUTH (7),25,DORCHESTER SOUTH,UPWEY,,6,1
WOKING - WEYMOUTH (7),26,UPWEY,WEYMOUTH,,5,0
WOKING - WEYMOUTH (8),1,WOKING,BASINGSTOKE,,18,2
WOKING - WEYMOUTH (8),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - WEYMOUTH (8),3,WINCHESTER,EASTLEIGH,,9,1
WOKING - WEYMOUTH (8),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - WEYMOUTH (8),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (8),6,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,2
WOKING - WEYMOUTH (8),7,BROCKENHURST,BOURNEMOUTH,,15,1
WOKING - WEYMOUTH (8),8,BOURNEMOUTH,BRANKSOME,,5,4
WOKING - WEYMOUTH (8),9,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (8),10,PARKSTONE,POOLE,,3,0
WOKING - WEYMOUTH (8),11,POOLE,HAMWORTHY,,5,1
WOKING - WEYMOUTH (8),12,HAMWORTHY,WAREHAM,,6,0
WOKING - WEYMOUTH (8),13,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (8),14,WOOL,DORCHESTER SOUTH,,11,0
WOKING - WEYMOUTH (8),15,DORCHESTER SOUTH,WEYMOUTH,,11,1
SOUTHAMPTON CENTRAL - SURBITON,1,SOUTHAMPTON CENTRAL,ST DENYS,,5,0
SOUTHAMPTON CENTRAL - SURBITON,2,ST DENYS,SWAYTHLING,,3,1
SOUTHAMPTON CENTRAL - SURBITON,3,SWAYTHLING,SOUTHAMPTON AIRPORT (PARKWAY),,2,0
SOUTHAMPTON CENTRAL - SURBITON,4,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,2
SOUTHAMPTON CENTRAL - SURBITON,5,EASTLEIGH,SHAWFORD,,6,2
SOUTHAMPTON CENTRAL - SURBITON,6,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - SURBITON,7,WINCHESTER,BASINGSTOKE,,16,1
SOUTHAMPTON CENTRAL - SURBITON,8,BASINGSTOKE,HOOK,,7,1
SOUTHAMPTON CENTRAL - SURBITON,9,HOOK,WINCHFIELD,,4,1
SOUTHAMPTON CENTRAL - SURBITON,10,WINCHFIELD,FLEET,,5,0
SOUTHAMPTON CENTRAL - SURBITON,11,FLEET,FARNBOROUGH (MAIN),,5,1
SOUTHAMPTON CENTRAL - SURBITON,12,FARNBOROUGH (MAIN),BROOKWOOD,,7,2
SOUTHAMPTON CENTRAL - SURBITON,13,BROOKWOOD,WOKING,,6,0
SOUTHAMPTON CENTRAL - SURBITON,14,WOKING,SURBITON,,11,3
WOKING - BOURNEMOUTH (2),1,WOKING,FARNBOROUGH (MAIN),,10,1
WOKING - BOURNEMOUTH (2),2,FARNBOROUGH (MAIN),FLEET,,5,1
WOKING - BOURNEMOUTH (2),3,FLEET,BASINGSTOKE,,14,0
WOKING - BOURNEMOUTH (2),4,BASINGSTOKE,WINCHESTER,,15,1
WOKING - BOURNEMOUTH (2),5,WINCHESTER,EASTLEIGH,,8,1
WOKING - BOURNEMOUTH (2),6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - BOURNEMOUTH (2),7,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - BOURNEMOUTH (2),8,SOUTHAMPTON CENTRAL,TOTTON,,6,1
WOKING - BOURNEMOUTH (2),9,TOTTON,BROCKENHURST,,10,1
WOKING - BOURNEMOUTH (2),10,BROCKENHURST,NEW MILTON,,6,1
WOKING - BOURNEMOUTH (2),11,NEW MILTON,CHRISTCHURCH,,6,1
WOKING - BOURNEMOUTH (2),12,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - BOURNEMOUTH (2),13,POKESDOWN,BOURNEMOUTH,,3,1
SOUTHAMPTON CENTRAL - WEYBRIDGE,1,SOUTHAMPTON CENTRAL,ST DENYS,,5,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,2,ST DENYS,SWAYTHLING,,3,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,3,SWAYTHLING,SOUTHAMPTON AIRPORT (PARKWAY),,2,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,4,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,4,1
SOUTHAMPTON CENTRAL - WEYBRIDGE,5,EASTLEIGH,SHAWFORD,,6,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,6,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,7,WINCHESTER,BASINGSTOKE,,16,1
SOUTHAMPTON CENTRAL - WEYBRIDGE,8,BASINGSTOKE,HOOK,,7,2
SOUTHAMPTON CENTRAL - WEYBRIDGE,9,HOOK,WINCHFIELD,,4,1
SOUTHAMPTON CENTRAL - WEYBRIDGE,10,WINCHFIELD,FLEET,,5,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,11,FLEET,FARNBOROUGH (MAIN),,5,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,12,FARNBOROUGH (MAIN),BROOKWOOD,,8,1
SOUTHAMPTON CENTRAL - WEYBRIDGE,13,BROOKWOOD,WOKING,,5,0
SOUTHAMPTON CENTRAL - WEYBRIDGE,14,WOKING,WEYBRIDGE,,6,3
SURBITON - BASINGSTOKE (4),1,SURBITON,WALTON-ON-THAMES,,7,1
SURBITON - BASINGSTOKE (4),2,WALTON-ON-THAMES,WEYBRIDGE,,5,0
SURBITON - BASINGSTOKE (4),3,WEYBRIDGE,WEST BYFLEET,,4,1
SURBITON - BASINGSTOKE (4),4,WEST BYFLEET,WOKING,,5,0
SURBITON - BASINGSTOKE (4),5,WOKING,BROOKWOOD,,6,1
SURBITON - BASINGSTOKE (4),6,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - BASINGSTOKE (4),7,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - BASINGSTOKE (4),8,FLEET,WINCHFIELD,,5,0
SURBITON - BASINGSTOKE (4),9,WINCHFIELD,HOOK,,4,1
SURBITON - BASINGSTOKE (4),10,HOOK,BASINGSTOKE,,8,1
BASINGSTOKE - WEYBRIDGE,1,BASINGSTOKE,HOOK,,7,0
BASINGSTOKE - WEYBRIDGE,2,HOOK,WINCHFIELD,,4,0
BASINGSTOKE - WEYBRIDGE,3,WINCHFIELD,FLEET,,5,0
BASINGSTOKE - WEYBRIDGE,4,FLEET,FARNBOROUGH (MAIN),,5,0
BASINGSTOKE - WEYBRIDGE,5,FARNBOROUGH (MAIN),WEYBRIDGE,,14,1
PORTSMOUTH HARBOUR - WOKING (6),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING (6),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - WOKING (6),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING (6),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (6),5,COSHAM,PORTCHESTER,,4,1
PORTSMOUTH HARBOUR - WOKING (6),6,PORTCHESTER,FAREHAM,,6,0
PORTSMOUTH HARBOUR - WOKING (6),7,FAREHAM,BOTLEY,,8,1
PORTSMOUTH HARBOUR - WOKING (6),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING (6),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING (6),10,EASTLEIGH,SHAWFORD,,6,1
PORTSMOUTH HARBOUR - WOKING (6),11,SHAWFORD,WINCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (6),12,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - WOKING (6),13,MICHELDEVER,BASINGSTOKE,,13,0
PORTSMOUTH HARBOUR - WOKING (6),14,BASINGSTOKE,HOOK,,7,4
PORTSMOUTH HARBOUR - WOKING (6),15,HOOK,WINCHFIELD,,4,0
PORTSMOUTH HARBOUR - WOKING (6),16,WINCHFIELD,FLEET,,5,0
PORTSMOUTH HARBOUR - WOKING (6),17,FLEET,FARNBOROUGH (MAIN),,5,1
PORTSMOUTH HARBOUR - WOKING (6),18,FARNBOROUGH (MAIN),BROOKWOOD,,7,0
PORTSMOUTH HARBOUR - WOKING (6),19,BROOKWOOD,WOKING,,5,0
SURBITON - PORTSMOUTH HARBOUR (2),1,SURBITON,WALTON-ON-THAMES,,7,1
SURBITON - PORTSMOUTH HARBOUR (2),2,WALTON-ON-THAMES,WEYBRIDGE,,4,0
SURBITON - PORTSMOUTH HARBOUR (2),3,WEYBRIDGE,WOKING,,7,0
SURBITON - PORTSMOUTH HARBOUR (2),4,WOKING,BROOKWOOD,,6,1
SURBITON - PORTSMOUTH HARBOUR (2),5,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - PORTSMOUTH HARBOUR (2),6,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - PORTSMOUTH HARBOUR (2),7,FLEET,WINCHFIELD,,5,0
SURBITON - PORTSMOUTH HARBOUR (2),8,WINCHFIELD,HOOK,,4,1
SURBITON - PORTSMOUTH HARBOUR (2),9,HOOK,BASINGSTOKE,,8,0
SURBITON - PORTSMOUTH HARBOUR (2),10,BASINGSTOKE,WINCHESTER,,16,3
SURBITON - PORTSMOUTH HARBOUR (2),11,WINCHESTER,EASTLEIGH,,8,1
SURBITON - PORTSMOUTH HARBOUR (2),12,EASTLEIGH,HEDGE END,,7,0
SURBITON - PORTSMOUTH HARBOUR (2),13,HEDGE END,BOTLEY,,3,0
SURBITON - PORTSMOUTH HARBOUR (2),14,BOTLEY,FAREHAM,,13,1
SURBITON - PORTSMOUTH HARBOUR (2),15,FAREHAM,PORTCHESTER,,6,0
SURBITON - PORTSMOUTH HARBOUR (2),16,PORTCHESTER,COSHAM,,4,0
SURBITON - PORTSMOUTH HARBOUR (2),17,COSHAM,FRATTON PORTSMOUTH,,9,1
SURBITON - PORTSMOUTH HARBOUR (2),18,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
SURBITON - PORTSMOUTH HARBOUR (2),19,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,8,1
PORTSMOUTH HARBOUR - SURBITON (2),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
